customer_id,first_name,last_name,phone,email,address,city,state,zipcode,county,date_of_birth,is_active,loyalty_member,date_created
28,Sarah,Miller,289-555-4994,miller220@fakemail.com,66797 Chestnut St,Holly Springs,NC,27540,Wake,1953-02-16,1,0,2025-01-10 21:49:19.870550
29,Luna,Johnson,321-555-2479,ljohnson644@nachomail.net,23303 Park St,Morrisville,NC,27560,Wake,1994-11-06,1,0,2017-09-26 21:49:19.870557
30,Susan,Hill,488-555-3602,hill151@fakemail.com,34410 Dogwood St,Raleigh,NC,27607,Wake,1982-09-01,1,1,2024-06-03 21:49:19.870564
31,Christopher,Johnson,489-555-4368,johnsonchristopher505@fakeinbox.net,29029 Laurel Rd,Sanford,NC,27330,Lee,1954-12-21,1,1,2025-07-20 21:49:19.870571
32,Robert,Carter,238-555-3772,robert357@nachomail.net,35051 Oak St,Erwin,NC,28339,Harnett,1969-10-11,1,1,2024-10-07 21:49:19.870578
33,John,Lee,362-555-3408,lee369@notinbox.net,47199 Cardinal Ave,Holly Springs,NC,27540,Wake,1955-09-20,0,1,2017-04-03 21:49:19.870585
34,Charles,White,350-555-4266,charleswhite930@fakemail.com,46138 Oak St,Raleigh,NC,27601,Wake,2000-06-04,1,1,2017-02-14 21:49:19.870592
35,Thomas,Clark,466-555-3289,thomasc832@offlinemail.com,77234 Walnut Ave,Durham,NC,27704,Durham,1972-07-15,1,1,2016-11-01 21:49:19.870599
36,Jason,White,380-555-6979,whitejason312@notinbox.net,25559 Spruce Ln,Durham,NC,27704,Durham,1999-06-17,0,1,2019-07-14 21:49:19.870605
37,Randy,Baker,267-555-6874,baker512@nachomail.net,46197 Park St,Erwin,NC,28339,Harnett,1982-01-31,0,1,2017-08-28 21:49:19.870611
38,James,Miller,485-555-5978,jmiller511@nachomail.net,69878 Birch St,Raleigh,NC,27604,Wake,2006-03-03,0,0,2024-09-04 21:49:19.870618
39,Susan,Cooper,463-555-1285,coopersusan787@fakeinbox.net,65704 Chestnut St,Raleigh,NC,27607,Wake,1996-11-25,0,0,2019-01-24 21:49:19.870625
40,David,Martin,200-555-8622,dmartin342@fakeinbox.net,2220 Chestnut St,Lillington,NC,27546,Harnett,2004-06-15,1,1,2023-06-12 21:49:19.870631
41,Matthew,Jones,315-555-3582,matthewjones566@notinbox.net,30184 Magnolia Rd,Angier,NC,27501,Harnett,1956-06-10,1,0,2017-03-13 21:49:19.870638
42,Lisa,White,370-555-6137,lisaw251@nachomail.net,87104 Chestnut St,Durham,NC,27704,Durham,1989-09-02,1,1,2016-08-23 21:49:19.870645
43,Barbara,Edwards,263-555-2217,barbaraedwards483@fakemail.com,36593 Elm St,Clayton,NC,27520,Johnston,1972-05-18,1,1,2016-06-19 21:49:19.870653
44,Robert,Cooper,213-555-2179,cooperrobert805@fakeinbox.net,71188 State St,Raleigh,NC,27601,Wake,1983-09-12,1,1,2021-07-14 21:49:19.870659
45,Patricia,Clark,222-555-5012,patriciaclark998@offlinemail.com,82644 Church St,Angier,NC,27501,Harnett,1972-05-02,0,1,2018-12-07 21:49:19.870666
46,Daniel,Bell,266-555-9894,bell677@nachomail.net,85859 Magnolia Rd,Fuquay-Varina,NC,27526,Wake,1965-02-26,0,0,2023-06-17 21:49:19.870672
47,Liam,Brown,273-555-3400,liamb927@fakeinbox.net,99570 Lakeview Dr,Raleigh,NC,27614,Wake,1943-10-02,1,0,2017-07-08 21:49:19.870679
48,Jessica,Green,449-555-5977,jgreen892@fakemail.com,83291 Central Ave,Dunn,NC,28334,Harnett,1945-09-28,1,1,2021-06-09 21:49:19.870685
49,Matthew,Baker,213-555-3085,bakermatthew402@offlinemail.com,915 Hummingbird Dr,Cary,NC,27511,Wake,1971-07-07,1,0,2017-08-24 21:49:19.870691
50,Susan,Lee,264-555-2955,lee893@fakemail.com,1806 Washington St,Raleigh,NC,27601,Wake,1999-02-21,0,1,2023-08-29 21:49:19.870698
51,Richard,Hernandez,309-555-9254,richardhernandez36@offlinemail.com,53735 Church St,Erwin,NC,28339,Harnett,1952-11-24,1,1,2018-05-24 21:49:19.870706
52,Susan,Garcia,483-555-2086,garciasusan97@notinbox.net,5346 Church St,Durham,NC,27701,Durham,1996-06-17,0,1,2025-04-22 21:49:19.870713
53,Jennifer,Hill,273-555-6515,hill614@notinbox.net,77198 Chestnut St,Garner,NC,27529,Wake,1953-05-01,1,0,2022-09-01 21:49:19.870719
54,John,White,383-555-8196,john814@notinbox.net,33795 Washington St,Durham,NC,27701,Durham,1945-08-28,1,1,2018-08-25 21:49:19.870726
55,Nancy,Bell,463-555-1025,nancybell200@offlinemail.com,26093 Elm St,Raleigh,NC,27616,Wake,2002-09-21,0,1,2016-05-08 21:49:19.870733
56,Charles,Allen,484-555-8067,charlesallen471@nachomail.net,23093 Spruce Ln,Raleigh,NC,27612,Wake,1972-08-14,1,1,2025-09-25 21:49:19.870739
57,Michael,Miller,310-555-7394,michaelmiller842@fakeinbox.net,47289 Dogwood St,Raleigh,NC,27604,Wake,1963-06-18,1,1,2025-08-25 21:49:19.870746
58,David,Anderson,275-555-6575,danderson115@notinbox.net,93262 Church St,Erwin,NC,28339,Harnett,1995-04-04,1,1,2019-04-28 21:49:19.870753
59,Luna,Johnson,325-555-1071,ljohnson582@notinbox.net,44233 Maple Ave,Raleigh,NC,27616,Wake,1964-08-08,1,1,2017-06-07 21:49:19.870760
60,Florence,Edwards,276-555-4709,florence775@nachomail.net,70114 Oak St,Broadway,NC,27505,Harnett,1960-12-04,0,1,2024-12-07 21:49:19.870766
61,Charles,Brown,448-555-7525,charlesb365@fakeinbox.net,84626 Oak St,Raleigh,NC,27601,Wake,2003-11-22,1,1,2019-07-31 21:49:19.870773
62,Patricia,Adams,284-555-7425,patriciaa242@notinbox.net,54190 Central Ave,Raleigh,NC,27607,Wake,1989-07-01,0,1,2018-10-21 21:49:19.870779
63,Nancy,Baker,246-555-4617,nancy647@offlinemail.com,47984 Laurel Rd,Cary,NC,27513,Wake,1948-01-19,1,0,2020-02-24 21:49:19.870785
64,Daniel,White,391-555-8194,danielwhite473@notinbox.net,61987 Church St,Raleigh,NC,27604,Wake,1974-06-30,1,1,2016-12-24 21:49:19.870792
65,Michael,James,225-555-1154,michaeljames379@notinbox.net,60588 Laurel Rd,Raleigh,NC,27615,Wake,2000-12-30,1,1,2021-03-17 21:49:19.870800
66,Susan,Williams,255-555-3308,swilliams451@nachomail.net,96485 Jefferson St,Dunn,NC,28334,Harnett,1989-12-17,1,1,2020-04-05 21:49:19.870807
67,Susan,Rodriguez,219-555-2453,susanr911@offlinemail.com,68816 Spruce Ln,Holly Springs,NC,27540,Wake,1944-09-15,1,0,2017-05-22 21:49:19.870813
68,Luna,James,398-555-2738,jamesluna337@fakemail.com,9003 Circle Dr,Durham,NC,27704,Durham,1947-11-13,1,0,2021-11-25 21:49:19.870820
69,Lisa,James,278-555-7598,lisaj391@fakeinbox.net,51229 Cardinal Ave,Cary,NC,27511,Wake,1972-06-02,1,1,2017-09-20 21:49:19.870827
70,Liam,Lee,365-555-5326,liaml894@notinbox.net,20607 Spruce Ln,Raleigh,NC,27606,Wake,1976-01-17,1,1,2025-02-12 21:49:19.870833
71,Charlotte,Davis,377-555-7190,charlotte25@fakeinbox.net,434 Laurel Rd,Cary,NC,27511,Wake,1990-12-24,1,0,2023-03-09 21:49:19.870840
72,Jason,Brown,257-555-7066,brown665@fakemail.com,83207 Park St,Cary,NC,27511,Wake,1982-01-01,1,1,2019-04-27 21:49:19.870847
73,Charles,Carter,497-555-1765,charles230@fakemail.com,3320 Chestnut St,Raleigh,NC,27612,Wake,2007-12-18,1,1,2017-07-27 21:49:19.870853
74,Sarah,Baker,413-555-7350,bakersarah507@fakeinbox.net,31571 Laurel Rd,Raleigh,NC,27614,Wake,1973-02-28,1,1,2020-11-13 21:49:19.870861
75,Sarah,Baker,429-555-7404,sarah20@nachomail.net,71906 Hummingbird Dr,Raleigh,NC,27615,Wake,1989-02-17,0,0,2024-12-07 21:49:19.870868
76,Charlotte,Green,317-555-2242,green245@fakemail.com,14995 Lakeview Dr,Raleigh,NC,27612,Wake,2001-11-26,1,1,2019-04-17 21:49:19.870875
77,James,Lee,480-555-3512,jamesl508@fakeinbox.net,76519 Maple Ave,Durham,NC,27701,Durham,1984-04-10,1,0,2023-01-30 21:49:19.870883
78,James,Martinez,240-555-9885,jamesm812@nachomail.net,94004 Oak St,Raleigh,NC,27612,Wake,1958-08-27,1,0,2020-08-01 21:49:19.870890
79,James,Smith,343-555-7428,smith579@fakeinbox.net,58159 Lakeview Dr,Erwin,NC,28339,Harnett,1944-05-31,1,1,2023-01-03 21:49:19.870896
80,Robert,Baker,320-555-2499,robertb608@nachomail.net,35495 Birch St,Raleigh,NC,27604,Wake,2000-03-24,0,0,2024-02-04 21:49:19.870903
81,Michael,Moore,294-555-2328,mooremichael724@offlinemail.com,73994 Church St,Raleigh,NC,27614,Wake,1975-09-15,1,1,2018-04-14 21:49:19.870910
82,Christopher,Taylor,474-555-7604,taylor264@offlinemail.com,85098 Main St,Broadway,NC,27505,Harnett,1981-05-06,0,1,2018-06-17 21:49:19.870916
83,Daniel,Thomas,308-555-5505,daniel547@fakeinbox.net,93559 Laurel Rd,Erwin,NC,28339,Harnett,1976-04-15,0,1,2023-02-12 21:49:19.870923
84,Stephanie,Smith,290-555-2487,stephanie502@offlinemail.com,9842 Cardinal Ave,Lillington,NC,27546,Harnett,1945-11-24,1,0,2016-08-11 21:49:19.870930
85,Andrew,Davis,232-555-9184,davisandrew354@offlinemail.com,38734 Oak St,Clayton,NC,27520,Johnston,1985-12-25,1,1,2023-07-20 21:49:19.870937
86,Patricia,Adams,388-555-4869,adamspatricia599@notinbox.net,98789 Washington St,Dunn,NC,28334,Harnett,1972-07-14,0,1,2025-06-27 21:49:19.870944
87,Luna,Lee,278-555-6737,lunal92@nachomail.net,21467 Shady Ln,Dunn,NC,28334,Harnett,1988-08-11,1,1,2016-04-28 21:49:19.870950
88,Andrew,Johnson,436-555-3476,ajohnson666@notinbox.net,53780 Cedar Ln,Raleigh,NC,27614,Wake,1944-01-24,1,0,2019-06-23 21:49:19.870957
89,Lisa,Williams,233-555-5269,williams490@offlinemail.com,72269 Dogwood St,Garner,NC,27529,Wake,1949-04-19,1,1,2019-12-16 21:49:19.870963
90,Christopher,Martinez,279-555-9349,martinezchristopher325@fakemail.com,71324 Lincoln Ave,Erwin,NC,28339,Harnett,1992-10-28,1,1,2024-06-17 21:49:19.870970
91,William,Bell,414-555-3951,bellwilliam711@notinbox.net,76101 Hummingbird Dr,Clayton,NC,27520,Johnston,1987-03-24,1,1,2022-05-13 21:49:19.870977
92,Patricia,Carter,397-555-3320,carter371@fakeinbox.net,17268 Hummingbird Dr,Raleigh,NC,27607,Wake,1999-08-02,1,1,2017-07-04 21:49:19.870983
93,Florence,Williams,318-555-1676,florencew407@fakeinbox.net,72617 Magnolia Rd,Garner,NC,27529,Wake,1975-12-10,0,1,2025-03-03 21:49:19.870990
94,Daniel,Brown,424-555-7964,daniel675@fakeinbox.net,98881 Cedar Ln,Morrisville,NC,27560,Wake,1967-09-24,1,0,2025-06-20 21:49:19.870998
95,Mary,Martin,323-555-8632,martin712@notinbox.net,50431 Laurel Rd,Sanford,NC,27330,Lee,1944-11-19,1,1,2023-10-19 21:49:19.871006
96,Stephanie,Miller,210-555-4569,smiller513@nachomail.net,40505 Birch St,Raleigh,NC,27615,Wake,1960-10-20,1,0,2019-08-26 21:49:19.871012
97,William,Davis,436-555-9564,daviswilliam181@nachomail.net,89776 Hummingbird Dr,Sanford,NC,27330,Lee,1981-01-24,0,1,2019-12-06 21:49:19.871019
98,Charlotte,Lopez,348-555-2778,charlottel321@offlinemail.com,53508 Magnolia Rd,Garner,NC,27529,Wake,1948-01-06,0,1,2021-02-14 21:49:19.871026
99,Robert,Taylor,480-555-7712,rtaylor636@offlinemail.com,73116 Jefferson St,Raleigh,NC,27615,Wake,1961-03-09,0,1,2023-09-14 21:49:19.871032
100,Jessica,Baker,486-555-7382,jbaker775@fakemail.com,50433 Pine St,Raleigh,NC,27604,Wake,1960-06-21,1,0,2019-09-24 21:49:19.871039
101,Matthew,Allen,315-555-2494,allen197@fakemail.com,1210 Spruce Ln,Holly Springs,NC,27540,Wake,1965-04-01,1,0,2024-06-18 21:49:19.871045
102,Joseph,Johnson,379-555-2456,josephj861@fakemail.com,50915 Dogwood St,Cary,NC,27511,Wake,2001-05-06,1,0,2024-12-12 21:49:19.871052
103,Lisa,Carter,489-555-2945,carterlisa817@notinbox.net,88068 Circle Dr,Erwin,NC,28339,Harnett,1959-09-20,0,1,2022-12-15 21:49:19.871059
104,Thomas,Garcia,253-555-3499,garcia102@fakeinbox.net,62066 Maple Ave,Holly Springs,NC,27540,Wake,1954-01-24,1,1,2018-01-28 21:49:19.871065
105,Daniel,Hernandez,425-555-3771,hernandezdaniel726@nachomail.net,65579 Lakeview Dr,Lillington,NC,27546,Harnett,1961-10-16,0,1,2020-08-17 21:49:19.871073
106,Charlotte,Smith,391-555-9804,smith240@notinbox.net,20887 Washington St,Cary,NC,27511,Wake,1992-04-19,0,1,2020-08-02 21:49:19.871080
107,Jessica,Wilson,331-555-7029,jessicawilson452@notinbox.net,63852 Main St,Raleigh,NC,27612,Wake,1995-01-26,1,1,2022-01-31 21:49:19.871087
108,Nancy,Rodriguez,203-555-7272,nancyr304@fakeinbox.net,94414 Laurel Rd,Durham,NC,27704,Durham,1973-08-16,1,0,2019-02-01 21:49:19.871093
109,Joseph,Hill,400-555-2576,joseph461@fakemail.com,67125 Oak St,Durham,NC,27704,Durham,1965-11-28,1,0,2020-07-29 21:49:19.871100
110,Stephanie,Baker,375-555-2337,bakerstephanie627@offlinemail.com,2109 Jefferson St,Fuquay-Varina,NC,27526,Wake,1971-08-01,1,1,2024-10-09 21:49:19.871107
111,Andrew,Lopez,312-555-9508,lopez547@nachomail.net,56802 Maple Ave,Broadway,NC,27505,Harnett,1982-06-14,1,0,2019-06-29 21:49:19.871114
112,John,Bell,482-555-8323,jbell835@notinbox.net,85243 Spruce Ln,Durham,NC,27701,Durham,1945-10-13,1,1,2019-05-04 21:49:19.871121
113,Matthew,Garcia,360-555-7453,garcia699@offlinemail.com,629 Cedar Ln,Fuquay-Varina,NC,27526,Wake,1999-06-11,0,0,2022-09-18 21:49:19.871127
114,Barbara,White,420-555-1051,barbara95@fakeinbox.net,77641 Walnut Ave,Raleigh,NC,27614,Wake,1998-01-20,1,1,2023-12-11 21:49:19.871136
115,Andrew,Thomas,231-555-8631,athomas603@fakeinbox.net,452 Magnolia Rd,Raleigh,NC,27612,Wake,1967-03-03,1,0,2016-10-06 21:49:19.871143
116,Thomas,Martin,394-555-4252,thomas135@offlinemail.com,92190 Main St,Raleigh,NC,27607,Wake,1948-03-13,0,1,2025-04-20 21:49:19.871149
117,Barbara,Kelly,270-555-2838,barbarak858@offlinemail.com,20722 Chestnut St,Raleigh,NC,27601,Wake,1953-07-20,1,0,2019-05-20 21:49:19.871157
118,Robert,Davis,337-555-2391,davis424@notinbox.net,83487 State St,Cary,NC,27511,Wake,1995-03-14,1,1,2024-04-11 21:49:19.871164
119,Jason,Bell,455-555-3721,jasonbell200@nachomail.net,39448 Lakeview Dr,Angier,NC,27501,Harnett,1966-09-08,1,0,2020-11-09 21:49:19.871171
120,James,Lopez,441-555-8989,jlopez109@notinbox.net,77288 Park St,Sanford,NC,27330,Lee,1976-10-17,0,1,2021-02-07 21:49:19.871178
121,Luna,Thomas,314-555-8116,thomas241@fakemail.com,85236 Jefferson St,Dunn,NC,28334,Harnett,1942-01-24,1,1,2020-01-22 21:49:19.871185
122,Matthew,Martin,202-555-5207,mmartin550@notinbox.net,15781 Laurel Rd,Raleigh,NC,27615,Wake,1958-05-24,1,0,2023-09-18 21:49:19.871192
123,Richard,Taylor,408-555-8079,richard585@notinbox.net,11147 Shady Ln,Raleigh,NC,27615,Wake,1972-03-21,1,0,2023-06-24 21:49:19.871198
124,Michael,Jones,342-555-1099,jonesmichael935@notinbox.net,57289 Central Ave,Morrisville,NC,27560,Wake,1983-12-02,0,0,2022-12-14 21:49:19.871205
125,Thomas,Green,439-555-9135,tgreen318@offlinemail.com,1359 State St,Raleigh,NC,27607,Wake,1952-11-21,1,1,2018-01-10 21:49:19.871212
126,Joseph,Davis,297-555-9653,davis839@fakemail.com,70648 Cedar Ln,Durham,NC,27701,Durham,1974-09-20,1,0,2025-08-05 21:49:19.871219
127,Charlotte,Williams,458-555-6216,cwilliams778@fakeinbox.net,2133 Cardinal Ave,Broadway,NC,27505,Harnett,2000-04-19,1,1,2016-06-15 21:49:19.871226
128,Christopher,Kelly,299-555-7032,christopherk159@fakeinbox.net,82850 Pine St,Durham,NC,27701,Durham,1963-04-24,1,1,2017-10-24 21:49:19.871233
129,John,Anderson,393-555-5983,anderson586@nachomail.net,55371 Shady Ln,Broadway,NC,27505,Harnett,1990-10-03,1,1,2025-06-19 21:49:19.871240
130,Charlotte,Thomas,223-555-5590,thomas234@notinbox.net,60100 Dogwood St,Cary,NC,27511,Wake,1953-07-11,1,1,2024-04-29 21:49:19.871246
131,Jennifer,Smith,344-555-2256,smith945@fakeinbox.net,30435 Oak St,Raleigh,NC,27615,Wake,1954-02-16,1,0,2021-04-23 21:49:19.871253
132,Florence,Edwards,391-555-4760,edwards313@notinbox.net,14494 Shady Ln,Raleigh,NC,27601,Wake,1987-11-09,1,1,2025-03-09 21:49:19.871259
133,Randy,Green,498-555-1765,greenrandy945@fakemail.com,69545 Jefferson St,Apex,NC,27502,Wake,1956-06-14,1,1,2021-08-26 21:49:19.871266
134,Joseph,Edwards,400-555-1081,josephedwards882@fakeinbox.net,74372 Spruce Ln,Lillington,NC,27546,Harnett,1967-01-16,1,1,2022-12-24 21:49:19.871273
135,Daniel,Jones,432-555-3393,danielj628@nachomail.net,16524 Park St,Garner,NC,27529,Wake,1953-12-01,1,1,2025-11-01 21:49:19.871279
136,James,Smith,429-555-1235,jamessmith617@offlinemail.com,97096 Park St,Raleigh,NC,27606,Wake,1986-01-07,0,0,2021-01-15 21:49:19.871286
137,John,Kelly,210-555-4727,kelly358@offlinemail.com,4655 Washington St,Durham,NC,27704,Durham,2006-01-20,1,1,2025-02-25 21:49:19.871293
138,Jessica,Edwards,459-555-4920,jessicaedwards439@offlinemail.com,9890 Central Ave,Raleigh,NC,27607,Wake,1985-02-10,1,1,2016-09-09 21:49:19.871300
139,Patricia,Baker,458-555-3994,baker44@notinbox.net,14499 Walnut Ave,Cary,NC,27513,Wake,1963-10-24,1,0,2020-07-16 21:49:19.871307
140,Karen,Bell,232-555-8792,karenb657@offlinemail.com,96158 Cardinal Ave,Erwin,NC,28339,Harnett,1979-08-19,1,1,2018-03-31 21:49:19.871315
141,John,Rodriguez,400-555-9805,john900@notinbox.net,78162 Shady Ln,Clayton,NC,27520,Johnston,2007-05-16,0,0,2017-05-17 21:49:19.871322
142,Michael,Smith,261-555-2418,smith538@fakeinbox.net,60789 Cedar Ln,Raleigh,NC,27616,Wake,2003-04-03,1,0,2021-02-12 21:49:19.871328
143,Sarah,Brown,478-555-2926,brownsarah924@notinbox.net,98075 Walnut Ave,Durham,NC,27704,Durham,1958-12-01,1,0,2017-11-27 21:49:19.871335
144,Karen,Martin,385-555-7376,karenm182@offlinemail.com,97724 Oak St,Broadway,NC,27505,Harnett,1986-07-18,1,1,2019-06-26 21:49:19.871341
145,Andrew,Edwards,497-555-9647,aedwards265@fakemail.com,24631 Laurel Rd,Garner,NC,27529,Wake,1997-01-27,1,0,2019-04-26 21:49:19.871348
146,John,Williams,207-555-3059,williamsjohn187@nachomail.net,76495 Lincoln Ave,Clayton,NC,27520,Johnston,2007-12-30,1,0,2020-04-11 21:49:19.871354
147,Patricia,Bell,484-555-2905,patricia775@offlinemail.com,13331 Circle Dr,Apex,NC,27502,Wake,1984-10-08,1,1,2016-07-30 21:49:19.871362
148,Jessica,Bell,204-555-3378,jessicabell958@fakeinbox.net,31121 Birch St,Cary,NC,27513,Wake,1992-06-17,1,1,2021-07-25 21:49:19.871368
149,Patricia,Martin,300-555-8334,patriciam947@fakeinbox.net,75748 Hummingbird Dr,Dunn,NC,28334,Harnett,1968-06-17,1,0,2017-07-03 21:49:19.871375
150,William,Baker,461-555-5648,baker579@fakemail.com,59484 Park St,Raleigh,NC,27614,Wake,1941-06-25,0,1,2025-10-14 21:49:19.871383
151,Jessica,Martin,300-555-5745,martin48@offlinemail.com,11307 Maple Ave,Apex,NC,27502,Wake,1991-03-15,1,0,2018-11-18 21:49:19.871390
152,John,Carter,358-555-5681,carter350@fakemail.com,57628 Shady Ln,Clayton,NC,27520,Johnston,1974-10-01,0,1,2021-10-05 21:49:19.871397
153,Jennifer,Brown,266-555-5365,jenniferb193@fakeinbox.net,187 Oak St,Garner,NC,27529,Wake,1948-12-06,1,0,2023-12-28 21:49:19.871404
154,Randy,Clark,233-555-1176,rclark151@offlinemail.com,70510 Washington St,Apex,NC,27502,Wake,1987-09-19,1,1,2022-10-16 21:49:19.871410
155,Joseph,Allen,439-555-3720,josepha678@fakemail.com,95676 Walnut Ave,Broadway,NC,27505,Harnett,1945-06-01,0,1,2023-03-17 21:49:19.871417
156,Matthew,Bell,398-555-8113,bell916@fakeinbox.net,68998 Lakeview Dr,Apex,NC,27502,Wake,1993-10-15,1,0,2017-12-24 21:49:19.871424
157,Randy,Lopez,272-555-2164,lopez475@offlinemail.com,74649 Main St,Dunn,NC,28334,Harnett,2001-08-27,0,0,2018-08-06 21:49:19.871431
158,Jessica,Green,455-555-8960,jessica80@fakemail.com,89591 Circle Dr,Cary,NC,27513,Wake,1991-10-02,0,1,2025-06-10 21:49:19.871437
159,Nancy,Miller,270-555-1750,nancymiller154@notinbox.net,60249 Washington St,Morrisville,NC,27560,Wake,1946-10-29,0,1,2025-02-14 21:49:19.871444
160,Lisa,Adams,339-555-1081,lisaadams665@fakemail.com,22344 Church St,Angier,NC,27501,Harnett,1994-09-08,0,1,2023-06-03 21:49:19.871451
161,Patricia,Hernandez,402-555-6657,patriciah614@notinbox.net,99036 Hummingbird Dr,Raleigh,NC,27615,Wake,1941-11-25,1,0,2016-05-29 21:49:19.871458
162,Patricia,Smith,458-555-8527,psmith594@nachomail.net,21323 Shady Ln,Dunn,NC,28334,Harnett,2005-11-02,0,1,2023-07-15 21:49:19.871465
163,Matthew,Wilson,417-555-6773,matthewwilson724@fakemail.com,11466 Oak St,Cary,NC,27511,Wake,1946-09-01,1,1,2023-05-18 21:49:19.871472
164,Barbara,Thomas,444-555-7507,bthomas645@notinbox.net,99033 State St,Raleigh,NC,27614,Wake,1991-07-15,0,1,2020-02-29 21:49:19.871479
165,Florence,Martinez,418-555-2545,florence693@nachomail.net,30958 Magnolia Rd,Raleigh,NC,27616,Wake,2002-06-07,1,0,2020-08-30 21:49:19.871486
166,Elizabeth,Bell,364-555-8786,elizabeth531@notinbox.net,67381 Birch St,Raleigh,NC,27601,Wake,1976-07-21,1,1,2019-10-15 21:49:19.871493
